,prot__A,prot__C,prot__D,prot__E,prot__F,prot__G,prot__H,prot__I,prot__J,prot__K,prot__L,prot__M,prot__N,prot__O,day__Fri,day__Mon,day__Sat,day__Sun,day__Thu,day__Tue,day__Wed,compounds,inpufields,iterations,nunpending,hour,Class
751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238,116,20,0,18.116667,0
752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235,389,20,55,13.816667,0
753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,239,218,20,0,7.9,0
754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229,219,10,33,8.216667,1
755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,231,273,20,29,11.616667,1
756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,234,314,20,0,15.016667,1
757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237,383,20,0,14.933333,1
758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,243,38,20,0,19.35,1
759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242,329,20,0,12.433333,1
760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275,32,20,1,14.066667,1
761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2723,123,20,0,0.083333,0
762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269,31,20,0,18.016667,1
763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,64,20,0,10.45,1
764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,74,20,0,13.966667,1
765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,172,200,0,16.95,2
766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,290,170,200,0,18.016667,2
767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,295,195,20,0,18.866667,1
768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,33,20,3,14.883333,1
769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307,42,20,2,13.883333,1
770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,82,20,1,12.6,1
771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,19,20,4,16.4,1
772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,311,34,20,0,16.133333,1
773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,303,35,20,1,18.9,1
774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,312,39,20,0,15.633333,1
775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,322,160,20,0,13.716667,1
776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,141,100,0,16.166667,0
777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,155,100,0,10.866667,0
778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3251,209,20,33,8.55,0
779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,331,244,20,142,15.166667,0
780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354,421,20,0,16.8,1
781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,366,417,20,0,17.5,1
782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354,427,20,0,17.133333,1
783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3679,132,20,0,12.883333,2
784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3675,139,20,0,5.533333,2
785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3668,131,20,0,7.683333,2
786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,362,128,20,0,10.2,0
787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,366,206,50,0,11.15,2
788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3744,63,20,0,14.666667,1
789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,399,264,20,0,17.233333,0
790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,206,20,0,11.566667,0
791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,201,20,0,11.55,1
792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,399,29,20,0,9.7,1
793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,402,271,20,4,9.05,1
794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,401,63,20,3,12.533333,0
795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,33,20,0,19.7,1
796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,41,20,0,18.45,1
797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,10,20,0,19.333333,1
798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4512,50,20,5,16.6,0
799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,447,230,20,0,14.8,0
800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,450,229,20,0,14.016667,0
801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,458,62,10,0,15.533333,1
802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,459,55,10,3,11.633333,0
803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,465,62,10,0,16.65,1
804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,451,56,10,1,10.7,1
805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,453,60,10,3,9.9,0
806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,468,411,20,6,1.883333,1
807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,41,20,0,15.933333,1
808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,537,215,20,130,22.216667,0
809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,541,140,20,0,10.583333,1
810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,538,186,20,0,13.866667,1
811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528,210,20,8,7.683333,1
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,570,140,20,169,14.133333,0
813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,11,20,0,18.116667,1
814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,10,20,0,17.4,1
815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,185,20,0,15.866667,1
816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,199,20,0,16.816667,0
817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,182,20,0,16.5,0
818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,400,20,0,10.433333,0
819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,16,11,0,13.266667,1
820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,17,11,0,14.083333,1
821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,42,11,0,11.933333,1
822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,878,274,20,26,14.783333,0
823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,64,20,0,17.95,1
824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006,427,20,109,14.0,0
825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,301,20,0,13.833333,0
826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,229,20,1,16.2,1
827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,243,20,1,10.166667,0
828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,264,20,32,10.416667,1
829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,260,20,142,16.55,1
830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102,273,20,0,16.45,0
831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,283,20,0,16.733333,0
832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,291,20,241,16.216667,0
833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,289,20,2,9.983333,1
834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,292,20,0,10.8,1
835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,300,10,3,14.166667,2
836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102,306,10,3,10.733333,3
837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,304,10,3,11.816667,3
838,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,307,20,0,16.766667,0
839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,312,20,0,16.383333,0
840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,317,20,0,19.833333,0
841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,310,20,59,21.533333,0
842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,14,20,0,17.2,1
843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,330,20,1,12.533333,0
844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,331,20,0,14.033333,0
845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123,336,20,3751,13.316667,2
846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,124,333,20,0,16.516667,0
847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127,357,20,0,16.833333,0
848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,359,20,15,17.183333,0
849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141,394,20,0,16.783333,0
850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136,364,20,0,10.65,0
851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,367,20,69,9.416667,0
852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136,110,20,0,9.583333,1
853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129,158,20,184,9.516667,0
854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,143,315,20,0,9.466667,1
855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,372,20,1,9.5,1
856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131,16,20,80,9.533333,1
857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142,416,20,57,16.283333,0
858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,419,20,0,19.016667,2
859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,193,20,0,8.466667,1
860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143,227,20,0,4.866667,1
861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146,233,20,0,5.583333,1
862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,435,20,99,12.966667,1
863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,232,20,41,13.233333,1
864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,289,20,263,13.783333,0
865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146,386,10,2,10.75,0
866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156,391,10,4,9.216667,3
867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151,395,10,1,16.166667,0
868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143,394,10,2,9.4,0
869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153,391,10,3,16.683333,2
870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,395,10,3,10.516667,2
871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146,57,10,0,16.883333,0
872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,57,10,0,16.066667,2
873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,154,57,10,1,10.9,0
874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1504,418,20,8,14.066667,0
875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,319,20,0,16.316667,0
876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143,338,20,0,10.2,0
877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,344,20,0,16.583333,1
878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,341,20,51,10.016667,1
879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146,343,20,0,10.483333,0
880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,346,20,0,10.866667,1
881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,154,234,20,37,20.883333,0
882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160,431,20,1,17.483333,0
883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,168,470,20,0,18.283333,2
884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,161,501,100,0,15.133333,3
885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,502,100,0,16.016667,3
886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178,510,20,0,13.833333,0
887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179,514,20,0,14.466667,0
888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177,513,20,0,15.833333,0
889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182,526,20,54,15.733333,0
890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,186,29,20,0,15.1,1
891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178,529,20,73,16.733333,0
892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,44,20,0,16.616667,1
893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,50,20,0,14.183333,1
894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,55,20,0,11.55,1
895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,192,341,20,1,10.5,1
896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,350,20,94,11.183333,2
897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,202,35,20,4,11.566667,1
898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,198,19,40,2,10.216667,1
899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,203,598,20,0,17.733333,0
900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,207,602,20,0,17.466667,0
901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,631,20,0,15.533333,3
902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223,598,20,0,15.666667,2
903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,226,604,20,0,15.65,2
904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,613,20,0,10.566667,3
905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,221,644,20,0,15.466667,3
906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222,651,20,0,15.466667,3
907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,219,654,20,0,18.8,3
908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,377,40,0,8.383333,0
909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,227,540,20,0,11.8,2
910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224,537,20,0,15.3,2
911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,537,20,0,11.833333,2
912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,542,20,0,15.3,2
913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230,543,20,0,18.6,3
914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,616,20,0,10.566667,3
915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,217,625,20,0,15.716667,3
916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224,626,20,0,15.75,3
917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219,646,20,28,18.183333,0
918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,223,658,20,0,9.783333,0
919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,646,20,14,16.633333,0
920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,659,20,0,14.183333,0
921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,659,20,0,11.216667,0
922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,236,672,20,0,13.833333,0
923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,676,20,10,13.3,2
924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,231,529,200,0,21.766667,3
925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,671,20,69,11.116667,0
926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,62,20,0,9.95,1
927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,234,683,20,0,15.0,0
928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242,382,20,138,10.483333,0
929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,409,20,122,15.816667,2
930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,240,631,10,1,17.683333,0
931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,234,634,20,186,16.3,2
932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,238,631,20,0,8.416667,3
933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240,633,20,0,8.7,3
934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244,660,20,0,11.316667,0
935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,99,20,0,11.383333,1
936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245,691,20,51,14.883333,0
937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2411,415,20,1,11.25,0
938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249,691,20,0,12.5,0
939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,695,20,2,17.15,0
940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,254,709,20,17,11.616667,0
941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2514,127,20,0,18.666667,2
942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,58,20,0,16.3,1
943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,62,20,0,16.45,1
944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,67,20,0,10.233333,1
945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,73,20,0,16.116667,1
946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,70,20,0,17.233333,1
947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,68,20,0,9.25,1
948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,78,20,0,9.916667,1
949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278,790,20,2,11.583333,0
950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276,786,20,2,11.533333,0
951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,274,787,20,6,16.8,0
952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,796,20,8,9.45,0
953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2728,386,20,1,0.016667,0
954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280,787,20,0,14.65,0
955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,790,20,1,12.15,0
956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,781,20,9,14.0,0
957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,277,799,20,0,17.066667,0
958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,75,20,0,10.45,1
959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,80,20,0,13.933333,1
960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,79,20,0,10.166667,1
961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,526,200,0,20.566667,3
962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,818,20,10,11.1,0
963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,288,533,200,0,21.866667,3
964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,88,20,0,16.4,1
965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294,864,20,0,16.4,0
966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304,866,20,0,16.333333,2
967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,88,20,0,11.7,1
968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,90,20,0,15.35,1
969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,85,20,0,14.6,1
970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,301,866,20,0,16.85,3
971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,306,879,20,2233,16.866667,3
972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,311,897,20,1038,14.916667,2
973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303,900,20,111,14.583333,0
974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3141,5297,20,132,17.783333,3
975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,318,532,20,0,13.35,0
976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,76,100,0,16.25,2
977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,79,100,0,10.1,2
978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,83,100,0,8.966667,2
979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,91,100,0,10.933333,2
980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,87,100,0,15.85,2
981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,83,100,0,10.9,2
982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,89,100,0,15.916667,2
983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,94,100,0,10.383333,2
984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,85,100,0,10.0,2
985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,88,20,0,14.016667,1
986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,88,20,0,13.4,1
